quantity,prefix,style and dimensions,outer cover,foam,underpanel,incontinence cover,colour,notes,descriptions,pn,part_of_sequence,date_as_string,rigidiser cover
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,1.17,221108,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,1.18,221108,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,1.19,221108,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,1.2,221108,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,1.21,221108,0
1,1145,HC - 2020,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 20"" deep, high contour",1145-2020-3HC,2.9,221114,0
1,1145,HC - 2022,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 22"" deep, high contour",1145-2022-3HC,2.13,221114,0
1,1145,HC - 2022,0,1,1,0,,,"spex cushion foam unit, 20"" wide x 22"" deep, high contour",1145-2022-3HC,2.14,221114,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.1,221114,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.2,221114,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.3,221114,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.4,221114,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.5,221114,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.17,221115,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.18,221115,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.19,221115,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.2,221115,0
1,1145,SS - 1415,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 15"" deep, Superhigh Contour Step",1145-1415-3SS,3.21,221115,0
1,1110,00 - 1618,0,0,0,0,,,"Cushion Rigidiser 16""x18""",1110-1618-200,2.15,221117,1
1,1110,00 - 1818,0,0,0,0,,,"Cushion Rigidiser 18""x18""",1110-1818-200,43.1,221117,1
1,1145,SS - 1212,0,1,1,0,,,"SPEX cushion foam unit, 12"" wide x 12"" deep, Superhigh Contour Step",1145-1212-3SS,3.12,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.13,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.14,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.15,221117,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.1,221118,0
1,1125,SS - 1418,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 18"" deep",1125-1418-6SS_060,10.1,221104,0
1,1105,SS - 1418,1,1,1,1,090 Granite Grey,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS_090,14.1,221109,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.16,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.17,221117,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,2.24,221118,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,2.25,221118,0
1,1105,SS - 1418,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS,28.6,221121,0
1,1105,SS - 1418,1,1,1,1,000 Black,"1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [6CM]. User's side=[RIGHT]  Assymetrical Thigh Length: Right Leg 39 cm, Left Leg 45 cm","Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS,38.1,221121,0
1,1105,SS - 1418,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS,45.11,221121,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,3.1,221122,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,3.11,221122,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,3.12,221122,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,3.13,221122,0
1,1145,SS - 1418,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 18"" deep, Superhigh Contour Step",1145-1418-3SS,3.9,221122,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,24.15,221122,0
1,1125,SS - 1418,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 14"" wide x 18"" deep",1125-1418-6SS_090,29.5,221122,0
1,1135,SS - 1418,0,0,0,1,,,"Spex SuperHigh-Contour (Step) Cushion incontinence cover, 14"" wide x 18"" deep",1135-1418-7SS,29.6,221122,0
1,1105,HC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz High-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0HC,24.4,221122,0
1,1105,HC - 1214,1,1,1,1,000 Black,,"Spex Classic Kidz High-Contour adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0HC,24.5,221122,0
1,1145,SS - 1514,0,1,1,0,,,"SPEX cushion foam unit, 15"" wide x 14"" deep, Superhigh Contour Step",1145-1514-3SS,3.14,221122,0
1,1145,SS - 1514,0,1,1,0,,,"SPEX cushion foam unit, 15"" wide x 14"" deep, Superhigh Contour Step",1145-1514-3SS,3.15,221122,0
1,1105,SS - 1718,1,1,1,1,044 Bumblebee Yellow,1111-0336-000: Std shaping/contouring in pommel area. ; 1111-0399-209: Spextex Wipe-down - top of cushion. ,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1718-0SS_044,25.1,221122,0
1,1105,SS - 1420,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x [20]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SS,26.1,221122,0
1,1145,SS - 1516,0,1,1,0,,,"SPEX cushion foam unit, 15"" wide x 16"" deep, Superhigh Contour Step",1145-1516-3SS,3.17,221122,0
1,1105,SS - 1517,1,1,1,1,000 Black,"1111-0294-000: Custom Inbuilt Pommel (Specify Dimensions). M = please increase by 2"" than std Superhigh pommel. All other measurements are std.. Note: Spex Manufacturing Notes. Note: to be shipped individually to SSBL see Rowena please.","Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1517-0SS,27.1,221108,0
1,1145,SH - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour ",1145-1918-3SH,2.6,221114,0
1,1145,SS - 1415,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 15"" deep, Superhigh Contour Step",1145-1415-3SS,3.22,221115,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.23,221115,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.24,221115,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.25,221115,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.2,221116,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.21,221116,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.22,221116,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.1,221121,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.11,221121,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.9,221121,0
1,1105,SS - 1518,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-15XX-0SS,12.1,221102,0
1,1105,SS - 1518,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1518-0SS,16.1,221108,0
1,1105,SS - 1518,1,1,1,1,077 Royal Purple,1111-0491-077: Change cushion outer cover border fabric to Royal Purple,"Spex Classic Superhigh Contour Step adjustable cushion, 15"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1518-0SS_077,24.1,221110,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.26,221115,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.27,221115,0
1,1145,SS - 1518,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 18"" deep, Superhigh Contour Step",1145-1518-3SS,1.12,221121,0
1,1105,SS - 1420,1,1,1,1,054 Leaf Green,"1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [5cm]. User's side=[right]  : Right Leg 45 cm, Left Leg 50 cm","Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x [20]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-14XX-0SS_054,27.1,221122,0
1,1125,SS - 1616,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS,13.1,221104,0
1,1105,SS - 1616,1,1,1,1,077 Royal Purple,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS_077,19.1,221104,0
1,1125,SS - 1616,1,0,0,0,077 Royal Purple,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS_077,19.2,221104,0
1,1105,SS - 1616,1,1,1,1,060 Ocean Blue,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS_060,35.1,221108,0
1,1145,SS - 1616,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 16"" deep, Superhigh Contour Step",1145-1616-3SS,1.4,221109,0
1,1145,SS - 1616,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 16"" deep, Superhigh Contour Step",1145-1616-3SS,1.5,221109,0
1,1145,SS - 1616,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 16"" deep, Superhigh Contour Step",1145-1616-3SS,1.6,221109,0
1,1145,SS - 1616,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 16"" deep, Superhigh Contour Step",1145-1616-3SS,1.7,221109,0
1,1145,SS - 1616,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 16"" deep, Superhigh Contour Step",1145-1616-3SS,1.8,221109,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.23,221116,0
1,1145,SH - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour ",1145-1718-3SH,3.24,221116,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.18,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.19,221117,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.2,221117,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.1,221117,0
1,1125,SS - 1616,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 16"" deep",1125-1616-6SS,21.12,221118,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,28.7,221121,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,28.7,221121,0
1,1105,SS - 1616,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS,28.8,221121,0
1,1106,SS - 1616,1,1,0,1,090 Granite Grey,,"SPEX Flex cushion system, 16"" wide x 16"" deep, Superhigh Contour Step. Biomechanical technology for limited hip flexion, asymmetric thigh alignment and other complex postures.",1106-1616-0SS_090,39.1,221121,0
1,1105,SS - 1616,1,1,1,1,090 Granite Grey,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1616-0SS_090,42.1,221121,0
1,1105,SS - 1418,1,1,1,1,090 Granite Grey,,"Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1418-0SS_090,29.1,221122,0
1,1105,SS - 1617,1,1,1,1,000 Black,"1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth","Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-16XX-0SS,26.1,221108,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.13,221121,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.14,221121,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.15,221121,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.16,221121,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.17,221121,0
1,1145,SS - 1617,0,1,1,0,,,"SPEX Cushion, Foam Unit, 16"" wide x 17"" deep, Superhigh Contour Step",1145-1617-3SS,1.18,221121,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,4.19,221107,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,4.2,221107,0
1,1125,SS - 1618,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_022,4.21,221107,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,21.1,221108,0
1,1105,SS - 1618,1,1,1,1,000 Black,"Jay-Label: Attach Jay Label; 1111-0391-000: ½” soft SunMate overlay, cushion top","Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS,23.1,221109,0
1,1125,SS - 1618,1,0,0,0,000 Black,"1111-0391-000: ½” soft SunMate overlay, cushion top; Jay-Label: Attach Jay Label","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,23.2,221109,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.1,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.11,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.2,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.3,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.4,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.5,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.6,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.7,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.8,221110,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,5.9,221110,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.1,221115,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.2,221115,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.3,221115,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.4,221115,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.5,221115,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.4,221116,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.5,221116,0
1,1145,SS - 1414,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 14"" deep, Superhigh Contour Step",1145-1414-3SS,3.6,221116,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.2,221117,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.3,221117,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.2,221118,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.3,221118,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.4,221118,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.5,221118,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.6,221118,0
1,1145,SS - 1618,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 18"" deep, Superhigh Contour Step",1145-1618-3SS,2.7,221118,0
1,1105,SS - 1618,1,1,1,1,000 Black,"Jay-Label: Attach Jay Label; 1111-0391-000: ½” soft SunMate overlay, cushion top","Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS,21.11,221118,0
1,1105,SS - 1618,1,1,1,1,030 Mango Orange,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS_030,24.3,221118,0
1,1125,SS - 1618,1,0,0,0,030 Mango Orange,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_030,24.4,221118,0
1,1105,SS - 1618,1,1,1,1,022 Chilli Red,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS_022,25.4,221118,0
1,1125,SS - 1618,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS_022,25.5,221118,0
1,1105,SS - 1618,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS,7.6,221121,0
1,1105,SS - 1618,1,1,1,1,077 Royal Purple,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0SS_077,43.1,221121,0
1,1105,SS - 1214,1,1,1,1,090 Granite Grey,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_090,30.1,221122,0
1,1125,SS - 1618,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 18"" deep",1125-1618-6SS,23.3,221122,0
1,1105,SS - 1214,1,1,1,1,090 Granite Grey,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_090,31.1,221122,0
1,1125,SS - 1620,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 16"" wide x 20"" deep",1125-1620-6SS,11.1,221104,0
1,1105,SS - 1620,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1620-0SS,5.4,221108,0
1,1135,SS - 1620,0,0,0,1,,Note: Spex Manufacturing Notes. Note: Client 1,"Spex SuperHigh-Contour (Step) Cushion incontinence cover, 16"" wide x 20"" deep",1135-1620-7SS,23.1,221110,0
1,1145,SH - 2020,0,1,1,0,,,"SPEX cushion foam unit, 20"" wide x 20"" deep, Superhigh Contour ",1145-2020-3SH,2.12,221114,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.7,221116,0
1,1145,SS - 1620,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 20"" deep, Superhigh Contour Step",1145-1620-3SS,1.19,221121,0
1,1145,SS - 1620,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 20"" deep, Superhigh Contour Step",1145-1620-3SS,1.2,221121,0
1,1105,SS - 1620,1,1,1,1,054 Leaf Green,,"Spex Classic Superhigh Contour Step adjustable cushion, 16"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1620-0SS_054,32.1,221122,0
1,1105,SS - 1717,1,1,1,1,060 Ocean Blue,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS_060,43.2,221102,0
1,1105,SS - 1717,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS,4.6,221107,0
1,1105,SS - 1717,1,1,1,1,028 Calypso Pink,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS_028,17.2,221108,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,5.12,221110,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,5.13,221110,0
